ITEM_SEQ,ITEM_NAME,PRINT,DRUG_SHAPE,COLOR,TYPE,LINE,TOKENIZED
201100985,오르메탄플러스정20/12.5밀리그램,Kb OH,원형,주황,정제,없음,ㅇㅗ*ㄹㅡ*ㅁㅔ*ㅌㅏㄴㅍㅡㄹㄹㅓ*ㅅㅡ*ㅈㅓㅇ20/12.5ㅁㅣㄹㄹㅣ*ㄱㅡ*ㄹㅐㅁ
201100972,올메진정20밀리그램,OLM,원형,하양,정제,없음,ㅇㅗㄹㅁㅔ*ㅈㅣㄴㅈㅓㅇ20ㅁㅣㄹㄹㅣ*ㄱㅡ*ㄹㅐㅁ
201100976,베니칸정20밀리그램,B20 KW,원형,하양,정제,없음,ㅂㅔ*ㄴㅣ*ㅋㅏㄴㅈㅓㅇ20ㅁㅣㄹㄹㅣ*ㄱㅡ*ㄹㅐㅁ
201100984,오르텍플러스정,OR CΛ,원형,분홍,정제,없음,ㅇㅗ*ㄹㅡ*ㅌㅔㄱㅍㅡㄹㄹㅓ*ㅅㅡ*ㅈㅓㅇ
201100947,올코탄정20밀리그램,KLN OST,원형,하양,정제,없음,ㅇㅗㄹㅋㅗ*ㅌㅏㄴㅈㅓㅇ20ㅁㅣㄹㄹㅣ*ㄱㅡ*ㄹㅐㅁ
201100982,올메세틸엠정40밀리그램,O40 JI,타원형,하양,정제,없음,ㅇㅗㄹㅁㅔ*ㅅㅔ*ㅌㅣㄹㅇㅔㅁㅈㅓㅇ40ㅁㅣㄹㄹㅣ*ㄱㅡ*ㄹㅐㅁ
201100951,올레텐플러스정,UT OMP,원형,주황,정제,없음,ㅇㅗㄹㄹㅔ*ㅌㅔㄴㅍㅡㄹㄹㅓ*ㅅㅡ*ㅈㅓㅇ
201101007,콘도비타300연질캡슐,YJCDV,장방형,갈색,연질캡슐,없음,ㅋㅗㄴㄷㅗ*ㅂㅣ*ㅌㅏ*300ㅇㅕㄴㅈㅣㄹㅋㅐㅂㅅㅠㄹ
201100981,올메세틸엠플러스정20/12.5밀리그램,OH+ JI,원형,주황,정제,없음,ㅇㅗㄹㅁㅔ*ㅅㅔ*ㅌㅣㄹㅇㅔㅁㅍㅡㄹㄹㅓ*ㅅㅡ*ㅈㅓㅇ20/12.5ㅁㅣㄹㄹㅣ*ㄱㅡ*ㄹㅐㅁ
201100945,메사르정20밀리그램,hw 20,원형,하양,정제,없음,ㅁㅔ*ㅅㅏ*ㄹㅡ*ㅈㅓㅇ20ㅁㅣㄹㄹㅣ*ㄱㅡ*ㄹㅐㅁ
201100946,올레정20밀리그램,KPP OMT20,원형,하양,정제,없음,ㅇㅗㄹㄹㅔ*ㅈㅓㅇ20ㅁㅣㄹㄹㅣ*ㄱㅡ*ㄹㅐㅁ
201100975,올데사르정20밀리그램,OL,원형,하양,정제,없음,ㅇㅗㄹㄷㅔ*ㅅㅏ*ㄹㅡ*ㅈㅓㅇ20ㅁㅣㄹㄹㅣ*ㄱㅡ*ㄹㅐㅁ
201100978,오르메탄정20밀리그램,Kb 20,원형,하양,정제,없음,ㅇㅗ*ㄹㅡ*ㅁㅔ*ㅌㅏㄴㅈㅓㅇ20ㅁㅣㄹㄹㅣ*ㄱㅡ*ㄹㅐㅁ
201101004,칼트레이트디400,Caltrate 4D600,타원형,분홍,정제,-,ㅋㅏㄹㅌㅡ*ㄹㅔ*ㅇㅣ*ㅌㅡ*ㄷㅣ*400
201101024,루케어츄정4밀리그램,711,타원형,분홍,정제,없음,ㄹㅜ*ㅋㅔ*ㅇㅓ*ㅊㅠ*ㅈㅓㅇ4ㅁㅣㄹㄹㅣ*ㄱㅡ*ㄹㅐㅁ
201101041,기네스타정,CGP SG,타원형,연두,정제,-,ㄱㅣ*ㄴㅔ*ㅅㅡ*ㅌㅏ*ㅈㅓㅇ
201101021,올고탄정20밀리그램,2,원형,하양,정제,없음,ㅇㅗㄹㄱㅗ*ㅌㅏㄴㅈㅓㅇ20ㅁㅣㄹㄹㅣ*ㄱㅡ*ㄹㅐㅁ
201101034,써큐민정,BK 9,타원형,연두,정제,없음,ㅆㅓ*ㅋㅠ*ㅁㅣㄴㅈㅓㅇ
201101018,칸사타정8밀리그램,8CN KD,원형,분홍,정제,-,ㅋㅏㄴㅅㅏ*ㅌㅏ*ㅈㅓㅇ8ㅁㅣㄹㄹㅣ*ㄱㅡ*ㄹㅐㅁ
201101038,써큐스타정,WI GC,타원형,연두,정제,-,ㅆㅓ*ㅋㅠ*ㅅㅡ*ㅌㅏ*ㅈㅓㅇ
201101022,에스올정20밀리그램,2,원형,하양,정제,없음,ㅇㅔ*ㅅㅡ*ㅇㅗㄹㅈㅓㅇ20ㅁㅣㄹㄹㅣ*ㄱㅡ*ㄹㅐㅁ
201101025,루케어츄정5밀리그램,275,원형,분홍,정제,없음,ㄹㅜ*ㅋㅔ*ㅇㅓ*ㅊㅠ*ㅈㅓㅇ5ㅁㅣㄹㄹㅣ*ㄱㅡ*ㄹㅐㅁ
201101026,루케어정10밀리그램,117,사각형,주황,정제,없음,ㄹㅜ*ㅋㅔ*ㅇㅓ*ㅈㅓㅇ10ㅁㅣㄹㄹㅣ*ㄱㅡ*ㄹㅐㅁ
201101023,올살탄플러스정20/12.5밀리그램,SCD OH,원형,주황,정제,없음,ㅇㅗㄹㅅㅏㄹㅌㅏㄴㅍㅡㄹㄹㅓ*ㅅㅡ*ㅈㅓㅇ20/12.5ㅁㅣㄹㄹㅣ*ㄱㅡ*ㄹㅐㅁ
201101014,칼디업츄어블정,HS CLD,원형,하양,정제,없음,ㅋㅏㄹㄷㅣ*ㅇㅓㅂㅊㅠ*ㅇㅓ*ㅂㅡㄹㅈㅓㅇ
201101114,코아푸르탄정300/12.5밀리그램,ATCH,타원형,분홍,정제,없음,ㅋㅗ*ㅇㅏ*ㅍㅜ*ㄹㅡ*ㅌㅏㄴㅈㅓㅇ300/12.5ㅁㅣㄹㄹㅣ*ㄱㅡ*ㄹㅐㅁ
201101113,코아푸르탄정150/12.5밀리그램,ATC,타원형,분홍,정제,없음,ㅋㅗ*ㅇㅏ*ㅍㅜ*ㄹㅡ*ㅌㅏㄴㅈㅓㅇ150/12.5ㅁㅣㄹㄹㅣ*ㄱㅡ*ㄹㅐㅁ
201101116,자이피스오디정 10밀리그램,Z 10,원형,노랑,정제,없음,ㅈㅏ*ㅇㅣ*ㅍㅣ*ㅅㅡ*ㅇㅗ*ㄷㅣ*ㅈㅓㅇ 10ㅁㅣㄹㄹㅣ*ㄱㅡ*ㄹㅐㅁ
201101167,펜디펜정,KS S,원형,하양,정제,없음,ㅍㅔㄴㄷㅣ*ㅍㅔㄴㅈㅓㅇ
201101253,페롤민골드연질캡슐,HMC19,장방형,초록,연질캡슐,없음,ㅍㅔ*ㄹㅗㄹㅁㅣㄴㄱㅗㄹㄷㅡ*ㅇㅕㄴㅈㅣㄹㅋㅐㅂㅅㅠㄹ
201101445,미오큐정,CAVE,장방형,노랑,정제,없음,ㅁㅣ*ㅇㅗ*ㅋㅠ*ㅈㅓㅇ
201101451,알부골드연질캡슐,SNPBG,장방형,갈색,연질캡슐,없음,ㅇㅏㄹㅂㅜ*ㄱㅗㄹㄷㅡ*ㅇㅕㄴㅈㅣㄹㅋㅐㅂㅅㅠㄹ
201101490,키비칼골드츄어블정,DCK,원형,노랑,정제,없음,ㅋㅣ*ㅂㅣ*ㅋㅏㄹㄱㅗㄹㄷㅡ*ㅊㅠ*ㅇㅓ*ㅂㅡㄹㅈㅓㅇ
201101491,비타알부골드정,IY IYAL,장방형,갈색,정제,-,ㅂㅣ*ㅌㅏ*ㅇㅏㄹㅂㅜ*ㄱㅗㄹㄷㅡ*ㅈㅓㅇ
201101493,록스펜씨알정,LCR,원형,노랑,정제,없음,ㄹㅗㄱㅅㅡ*ㅍㅔㄴㅆㅣ*ㅇㅏㄹㅈㅓㅇ
201101508,타이노즈연질캡슐,타이노즈,장방형,빨강 투명,연질캡슐,없음,ㅌㅏ*ㅇㅣ*ㄴㅗ*ㅈㅡ*ㅇㅕㄴㅈㅣㄹㅋㅐㅂㅅㅠㄹ
201101585,비타레디연질캡슐,비타레디,장방형,갈색 진한,연질캡슐,없음,ㅂㅣ*ㅌㅏ*ㄹㅔ*ㄷㅣ*ㅇㅕㄴㅈㅣㄹㅋㅐㅂㅅㅠㄹ
201101581,두테드연질캡슐0.5밀리그램,DUTED,타원형,노랑,연질캡슐,없음,ㄷㅜ*ㅌㅔ*ㄷㅡ*ㅇㅕㄴㅈㅣㄹㅋㅐㅂㅅㅠㄹ0.5ㅁㅣㄹㄹㅣ*ㄱㅡ*ㄹㅐㅁ
201101576,미리코프 연질캡슐,미리코프,장방형,주황 투명,연질캡슐,없음,ㅁㅣ*ㄹㅣ*ㅋㅗ*ㅍㅡ* ㅇㅕㄴㅈㅣㄹㅋㅐㅂㅅㅠㄹ
201101643,이자벨탄정150밀리그램,CKD C15,타원형,하양,정제,없음,ㅇㅣ*ㅈㅏ*ㅂㅔㄹㅌㅏㄴㅈㅓㅇ150ㅁㅣㄹㄹㅣ*ㄱㅡ*ㄹㅐㅁ
201101644,이자벨탄정300밀리그램,CKD C30,타원형,하양,정제,없음,ㅇㅣ*ㅈㅏ*ㅂㅔㄹㅌㅏㄴㅈㅓㅇ300ㅁㅣㄹㄹㅣ*ㄱㅡ*ㄹㅐㅁ
201101641,올코탄플러스정20/12.5밀리그램,KLN +,원형,주황,정제,없음,ㅇㅗㄹㅋㅗ*ㅌㅏㄴㅍㅡㄹㄹㅓ*ㅅㅡ*ㅈㅓㅇ20/12.5ㅁㅣㄹㄹㅣ*ㄱㅡ*ㄹㅐㅁ
201101640,올레플러스정,KPP OLP,원형,주황,정제,없음,ㅇㅗㄹㄹㅔ*ㅍㅡㄹㄹㅓ*ㅅㅡ*ㅈㅓㅇ
201101667,류마타민정,KKT,장방형,주황,정제,없음,ㄹㅠ*ㅁㅏ*ㅌㅏ*ㅁㅣㄴㅈㅓㅇ
201101692,국제세팔렉신캡슐,KJCPLX,장방형,빨강,경질캡슐,없음,ㄱㅜㄱㅈㅔ*ㅅㅔ*ㅍㅏㄹㄹㅔㄱㅅㅣㄴㅋㅐㅂㅅㅠㄹ
201101697,토마그린연질캡슐,토마그린,장방형,갈색,연질캡슐,없음,ㅌㅗ*ㅁㅏ*ㄱㅡ*ㄹㅣㄴㅇㅕㄴㅈㅣㄹㅋㅐㅂㅅㅠㄹ
201101758,데잘탄정8밀리그램,HM CZ1,원형,분홍,정제,-,ㄷㅔ*ㅈㅏㄹㅌㅏㄴㅈㅓㅇ8ㅁㅣㄹㄹㅣ*ㄱㅡ*ㄹㅐㅁ
201101757,데잘탄정16밀리그램,HM CZ2,원형,분홍,정제,-,ㄷㅔ*ㅈㅏㄹㅌㅏㄴㅈㅓㅇ16ㅁㅣㄹㄹㅣ*ㄱㅡ*ㄹㅐㅁ
201101753,이베라플러스정150/12.5밀리그램,150P,타원형,분홍,정제,없음,ㅇㅣ*ㅂㅔ*ㄹㅏ*ㅍㅡㄹㄹㅓ*ㅅㅡ*ㅈㅓㅇ150/12.5ㅁㅣㄹㄹㅣ*ㄱㅡ*ㄹㅐㅁ
201101756,이잘탄정300밀리그램,HM IT2,타원형,하양,정제,없음,ㅇㅣ*ㅈㅏㄹㅌㅏㄴㅈㅓㅇ300ㅁㅣㄹㄹㅣ*ㄱㅡ*ㄹㅐㅁ
201101760,이르베탄정150밀리그램,IT KD,타원형,하양,정제,-,ㅇㅣ*ㄹㅡ*ㅂㅔ*ㅌㅏㄴㅈㅓㅇ150ㅁㅣㄹㄹㅣ*ㄱㅡ*ㄹㅐㅁ
201101761,이노엔아벨탄정300밀리그램,I 3,타원형,하양,정제,-,ㅇㅣ*ㄴㅗ*ㅇㅔㄴㅇㅏ*ㅂㅔㄹㅌㅏㄴㅈㅓㅇ300ㅁㅣㄹㄹㅣ*ㄱㅡ*ㄹㅐㅁ
201101759,오파스트정,YJ LM,원형,하양,정제,없음,ㅇㅗ*ㅍㅏ*ㅅㅡ*ㅌㅡ*ㅈㅓㅇ
201101755,이잘탄정150밀리그램,HM IT1,타원형,하양,정제,없음,ㅇㅣ*ㅈㅏㄹㅌㅏㄴㅈㅓㅇ150ㅁㅣㄹㄹㅣ*ㄱㅡ*ㄹㅐㅁ
201101774,올란자오디정10밀리그램,OZ10,원형,노랑,정제,없음,ㅇㅗㄹㄹㅏㄴㅈㅏ*ㅇㅗ*ㄷㅣ*ㅈㅓㅇ10ㅁㅣㄹㄹㅣ*ㄱㅡ*ㄹㅐㅁ
201101801,타이푸푸연질캡슐,타이푸푸,장방형,파랑 투명,연질캡슐,없음,ㅌㅏ*ㅇㅣ*ㅍㅜ*ㅍㅜ*ㅇㅕㄴㅈㅣㄹㅋㅐㅂㅅㅠㄹ
201101773,올란자오디정5밀리그램,OZ5,원형,노랑,정제,없음,ㅇㅗㄹㄹㅏㄴㅈㅏ*ㅇㅗ*ㄷㅣ*ㅈㅓㅇ5ㅁㅣㄹㄹㅣ*ㄱㅡ*ㄹㅐㅁ
201101860,레트론정,,원형,노랑,정제,없음,ㄹㅔ*ㅌㅡ*ㄹㅗㄴㅈㅓㅇ
201101833,타이쿨에프 연질캡슐,타이쿨에프,장방형,빨강 투명,연질캡슐,없음,ㅌㅏ*ㅇㅣ*ㅋㅜㄹㅇㅔ*ㅍㅡ* ㅇㅕㄴㅈㅣㄹㅋㅐㅂㅅㅠㄹ
201101841,올고탄정10밀리그램,1,원형,하양,정제,없음,ㅇㅗㄹㄱㅗ*ㅌㅏㄴㅈㅓㅇ10ㅁㅣㄹㄹㅣ*ㄱㅡ*ㄹㅐㅁ
201101861,에스올플러스정,2+,원형,주황,정제,없음,ㅇㅔ*ㅅㅡ*ㅇㅗㄹㅍㅡㄹㄹㅓ*ㅅㅡ*ㅈㅓㅇ
201101858,넥사졸캡슐20밀리그램,LGESM20,장방형,노랑,경질캡슐,없음,ㄴㅔㄱㅅㅏ*ㅈㅗㄹㅋㅐㅂㅅㅠㄹ20ㅁㅣㄹㄹㅣ*ㄱㅡ*ㄹㅐㅁ
201101857,에소프라졸캡슐20밀리그램,경동E20,장방형,남색,경질캡슐,없음,ㅇㅔ*ㅅㅗ*ㅍㅡ*ㄹㅏ*ㅈㅗㄹㅋㅐㅂㅅㅠㄹ20ㅁㅣㄹㄹㅣ*ㄱㅡ*ㄹㅐㅁ
201101834,텔미탄플러스정40/12.5밀리그램,T4,타원형,하양 분홍,정제,없음,ㅌㅔㄹㅁㅣ*ㅌㅏㄴㅍㅡㄹㄹㅓ*ㅅㅡ*ㅈㅓㅇ40/12.5ㅁㅣㄹㄹㅣ*ㄱㅡ*ㄹㅐㅁ
201101835,텔미탄플러스정80/12.5밀리그램,T8,타원형,하양 분홍,정제,없음,ㅌㅔㄹㅁㅣ*ㅌㅏㄴㅍㅡㄹㄹㅓ*ㅅㅡ*ㅈㅓㅇ80/12.5ㅁㅣㄹㄹㅣ*ㄱㅡ*ㄹㅐㅁ
201101855,에소메드캡슐20밀리그램,SKE20,장방형,자주,경질캡슐,없음,ㅇㅔ*ㅅㅗ*ㅁㅔ*ㄷㅡ*ㅋㅐㅂㅅㅠㄹ20ㅁㅣㄹㄹㅣ*ㄱㅡ*ㄹㅐㅁ
201101850,쎌스크캡슐200밀리그램,SKC200,장방형,하양,경질캡슐,없음,ㅆㅔㄹㅅㅡ*ㅋㅡ*ㅋㅐㅂㅅㅠㄹ200ㅁㅣㄹㄹㅣ*ㄱㅡ*ㄹㅐㅁ
201101847,아푸르탄정300밀리그램,AT 300,타원형,하양,정제,없음,ㅇㅏ*ㅍㅜ*ㄹㅡ*ㅌㅏㄴㅈㅓㅇ300ㅁㅣㄹㄹㅣ*ㄱㅡ*ㄹㅐㅁ
201101852,올메세틸엠정10밀리그램,O10 JI,원형,하양,정제,없음,ㅇㅗㄹㅁㅔ*ㅅㅔ*ㅌㅣㄹㅇㅔㅁㅈㅓㅇ10ㅁㅣㄹㄹㅣ*ㄱㅡ*ㄹㅐㅁ
201101844,에스올정40밀리그램,4,타원형,하양,정제,없음,ㅇㅔ*ㅅㅡ*ㅇㅗㄹㅈㅓㅇ40ㅁㅣㄹㄹㅣ*ㄱㅡ*ㄹㅐㅁ
201101856,에스졸캡슐20밀리그램,20ESZ,장방형,하양 노랑,경질캡슐,없음,ㅇㅔ*ㅅㅡ*ㅈㅗㄹㅋㅐㅂㅅㅠㄹ20ㅁㅣㄹㄹㅣ*ㄱㅡ*ㄹㅐㅁ
201101840,한국콜마세레콕시브캡슐200밀리그램,KKC200,장방형,하양,경질캡슐,없음,ㅎㅏㄴㄱㅜㄱㅋㅗㄹㅁㅏ*ㅅㅔ*ㄹㅔ*ㅋㅗㄱㅅㅣ*ㅂㅡ*ㅋㅐㅂㅅㅠㄹ200ㅁㅣㄹㄹㅣ*ㄱㅡ*ㄹㅐㅁ
201101845,셀브렉캡슐,CLC,장방형,하양,정제,없음,ㅅㅔㄹㅂㅡ*ㄹㅔㄱㅋㅐㅂㅅㅠㄹ
201101842,올고탄정40밀리그램,4,타원형,하양,정제,없음,ㅇㅗㄹㄱㅗ*ㅌㅏㄴㅈㅓㅇ40ㅁㅣㄹㄹㅣ*ㄱㅡ*ㄹㅐㅁ
201101863,헵세루사정,AF,원형,하양,정제,없음,ㅎㅔㅂㅅㅔ*ㄹㅜ*ㅅㅏ*ㅈㅓㅇ
201101849,쎄레캅캡슐200밀리그램,SCDCC200,장방형,하양,정제,없음,ㅆㅔ*ㄹㅔ*ㅋㅏㅂㅋㅐㅂㅅㅠㄹ200ㅁㅣㄹㄹㅣ*ㄱㅡ*ㄹㅐㅁ
201101829,비타제텐정,KKE,장방형,주황,정제,없음,ㅂㅣ*ㅌㅏ*ㅈㅔ*ㅌㅔㄴㅈㅓㅇ
201101854,자이올란정10밀리그램,ZY10CD,원형,하양,정제,없음,ㅈㅏ*ㅇㅣ*ㅇㅗㄹㄹㅏㄴㅈㅓㅇ10ㅁㅣㄹㄹㅣ*ㄱㅡ*ㄹㅐㅁ
201101853,올자핀정10밀리그램,OL10D-W,원형,하양,정제,없음,ㅇㅗㄹㅈㅏ*ㅍㅣㄴㅈㅓㅇ10ㅁㅣㄹㄹㅣ*ㄱㅡ*ㄹㅐㅁ
201101846,쎌비트캡슐200밀리그램,HANACelbit,장방형,하양,경질캡슐,없음,ㅆㅔㄹㅂㅣ*ㅌㅡ*ㅋㅐㅂㅅㅠㄹ200ㅁㅣㄹㄹㅣ*ㄱㅡ*ㄹㅐㅁ
201101843,에스올정10밀리그램,一,원형,하양,정제,없음,ㅇㅔ*ㅅㅡ*ㅇㅗㄹㅈㅓㅇ10ㅁㅣㄹㄹㅣ*ㄱㅡ*ㄹㅐㅁ
201101885,코바로살탄정160/12.5밀리그램,VACH,타원형,빨강,정제,없음,ㅋㅗ*ㅂㅏ*ㄹㅗ*ㅅㅏㄹㅌㅏㄴㅈㅓㅇ160/12.5ㅁㅣㄹㄹㅣ*ㄱㅡ*ㄹㅐㅁ
201101884,코바로살탄정80/12.5밀리그램,VAC,타원형,분홍,정제,없음,ㅋㅗ*ㅂㅏ*ㄹㅗ*ㅅㅏㄹㅌㅏㄴㅈㅓㅇ80/12.5ㅁㅣㄹㄹㅣ*ㄱㅡ*ㄹㅐㅁ
201102069,미로틱필름코팅정,CAMD,장방형,노랑,정제,없음,ㅁㅣ*ㄹㅗ*ㅌㅣㄱㅍㅣㄹㄹㅡㅁㅋㅗ*ㅌㅣㅇㅈㅓㅇ
201102120,리드펜캡슐,MMDB300,장방형,초록 투명,경질캡슐,없음,ㄹㅣ*ㄷㅡ*ㅍㅔㄴㅋㅐㅂㅅㅠㄹ
201102229,스프라이셀정100밀리그램,BMS100 852,타원형,하양,정제,없음,ㅅㅡ*ㅍㅡ*ㄹㅏ*ㅇㅣ*ㅅㅔㄹㅈㅓㅇ100ㅁㅣㄹㄹㅣ*ㄱㅡ*ㄹㅐㅁ
201102274,인도스트린정,OTS,장방형,하양,정제,-,ㅇㅣㄴㄷㅗ*ㅅㅡ*ㅌㅡ*ㄹㅣㄴㅈㅓㅇ
201102329,이베라정300밀리그램,300,타원형,하양,정제,없음,ㅇㅣ*ㅂㅔ*ㄹㅏ*ㅈㅓㅇ300ㅁㅣㄹㄹㅣ*ㄱㅡ*ㄹㅐㅁ
201102328,이베라정150밀리그램,150,타원형,하양,정제,없음,ㅇㅣ*ㅂㅔ*ㄹㅏ*ㅈㅓㅇ150ㅁㅣㄹㄹㅣ*ㄱㅡ*ㄹㅐㅁ
201102394,프레탈서방캡슐,OGOG2929,장방형,하양,경질캡슐,없음,ㅍㅡ*ㄹㅔ*ㅌㅏㄹㅅㅓ*ㅂㅏㅇㅋㅐㅂㅅㅠㄹ
201102450,임팩타민프리미엄정,VBP,타원형,주황,정제,-,ㅇㅣㅁㅍㅐㄱㅌㅏ*ㅁㅣㄴㅍㅡ*ㄹㅣ*ㅁㅣ*ㅇㅓㅁㅈㅓㅇ
201102477,아리피졸정10밀리그램,A-W10,타원형,분홍,정제,없음,ㅇㅏ*ㄹㅣ*ㅍㅣ*ㅈㅗㄹㅈㅓㅇ10ㅁㅣㄹㄹㅣ*ㄱㅡ*ㄹㅐㅁ
201102473,코리투살큐코프연질캡슐,OTM팍코프,장방형,초록 투명,연질캡슐,없음,ㅋㅗ*ㄹㅣ*ㅌㅜ*ㅅㅏㄹㅋㅠ*ㅋㅗ*ㅍㅡ*ㅇㅕㄴㅈㅣㄹㅋㅐㅂㅅㅠㄹ
201102476,아리피졸정15밀리그램,A-W15,원형,노랑,정제,없음,ㅇㅏ*ㄹㅣ*ㅍㅣ*ㅈㅗㄹㅈㅓㅇ15ㅁㅣㄹㄹㅣ*ㄱㅡ*ㄹㅐㅁ
201102470,에브리원연질캡슐,에브리원,타원형,자주,연질캡슐,없음,ㅇㅔ*ㅂㅡ*ㄹㅣ*ㅇㅝㄴㅇㅕㄴㅈㅣㄹㅋㅐㅂㅅㅠㄹ
201102482,쎄라투연질캡슐,SNPCT,장방형,갈색,연질캡슐,없음,ㅆㅔ*ㄹㅏ*ㅌㅜ*ㅇㅕㄴㅈㅣㄹㅋㅐㅂㅅㅠㄹ
201102543,콘비400정,MJ 3,장방형,갈색,정제,없음,ㅋㅗㄴㅂㅣ*400ㅈㅓㅇ
201102545,코리투살큐노즈연질캡슐,OTM팍코,장방형,파랑 투명,연질캡슐,없음,ㅋㅗ*ㄹㅣ*ㅌㅜ*ㅅㅏㄹㅋㅠ*ㄴㅗ*ㅈㅡ*ㅇㅕㄴㅈㅣㄹㅋㅐㅂㅅㅠㄹ
201102546,코리투살큐콜드연질캡슐,OTM팍콜,장방형,주황 투명,연질캡슐,없음,ㅋㅗ*ㄹㅣ*ㅌㅜ*ㅅㅏㄹㅋㅠ*ㅋㅗㄹㄷㅡ*ㅇㅕㄴㅈㅣㄹㅋㅐㅂㅅㅠㄹ
201102618,미리콜연질캡슐,미리콜,장방형,청록 투명,연질캡슐,없음,ㅁㅣ*ㄹㅣ*ㅋㅗㄹㅇㅕㄴㅈㅣㄹㅋㅐㅂㅅㅠㄹ
201102619,올자핀정2.5밀리그램,OL2.5D-W,원형,하양,정제,없음,ㅇㅗㄹㅈㅏ*ㅍㅣㄴㅈㅓㅇ2.5ㅁㅣㄹㄹㅣ*ㄱㅡ*ㄹㅐㅁ
201102768,플리바스정75mg,FVTS,원형,노랑,정제,없음,ㅍㅡㄹㄹㅣ*ㅂㅏ*ㅅㅡ*ㅈㅓㅇ75mg
201102749,서클베인장용정75밀리그램,ASP75,원형,하양,정제,없음,ㅅㅓ*ㅋㅡㄹㅂㅔ*ㅇㅣㄴㅈㅏㅇㅇㅛㅇㅈㅓㅇ75ㅁㅣㄹㄹㅣ*ㄱㅡ*ㄹㅐㅁ
201102756,자이올란정2.5밀리그램,ZY2.5CD,원형,하양,정제,없음,ㅈㅏ*ㅇㅣ*ㅇㅗㄹㄹㅏㄴㅈㅓㅇ2.5ㅁㅣㄹㄹㅣ*ㄱㅡ*ㄹㅐㅁ
201102757,에스-듀오액틴정,AG 5D,타원형,하양,정제,없음,ㅇㅔ*ㅅㅡ*-ㄷㅠ*ㅇㅗ*ㅇㅐㄱㅌㅣㄴㅈㅓㅇ
201102769,플리바스정50mg,FVTH,원형,하양,정제,없음,ㅍㅡㄹㄹㅣ*ㅂㅏ*ㅅㅡ*ㅈㅓㅇ50mg
201102767,플리바스정25mg,FVT,원형,하양,정제,없음,ㅍㅡㄹㄹㅣ*ㅂㅏ*ㅅㅡ*ㅈㅓㅇ25mg
201102762,레파넘정2밀리그람,R,원형,분홍,정제,없음,ㄹㅔ*ㅍㅏ*ㄴㅓㅁㅈㅓㅇ2ㅁㅣㄹㄹㅣ*ㄱㅡ*ㄹㅏㅁ
201102755,올자핀정5밀리그램,OL5D-W,원형,하양,정제,없음,ㅇㅗㄹㅈㅏ*ㅍㅣㄴㅈㅓㅇ5ㅁㅣㄹㄹㅣ*ㄱㅡ*ㄹㅐㅁ
201102754,자이올란정5밀리그램,ZY5CD,원형,하양,정제,없음,ㅈㅏ*ㅇㅣ*ㅇㅗㄹㄹㅏㄴㅈㅓㅇ5ㅁㅣㄹㄹㅣ*ㄱㅡ*ㄹㅐㅁ
201102740,바실로비정,CACM,타원형,하양,정제,없음,ㅂㅏ*ㅅㅣㄹㄹㅗ*ㅂㅣ*ㅈㅓㅇ
201102784,휴온스요오드화칼륨정,HS HS,원형,하양,정제,-,ㅎㅠ*ㅇㅗㄴㅅㅡ*ㅇㅛ*ㅇㅗ*ㄷㅡ*ㅎㅘ*ㅋㅏㄹㄹㅠㅁㅈㅓㅇ
201102783,치오단정,UT I,원형,하양,정제,-,ㅊㅣ*ㅇㅗ*ㄷㅏㄴㅈㅓㅇ
201103016,웰씨비캡슐,CTWCB,장방형,노랑,경질캡슐,없음,ㅇㅞㄹㅆㅣ*ㅂㅣ*ㅋㅐㅂㅅㅠㄹ
201103116,뉴콘틴연질캡슐,KSNC,장방형,주황,연질캡슐,없음,ㄴㅠ*ㅋㅗㄴㅌㅣㄴㅇㅕㄴㅈㅣㄹㅋㅐㅂㅅㅠㄹ
201103127,화콜클래식정,FACL,장방형,노랑,정제,없음,ㅎㅘ*ㅋㅗㄹㅋㅡㄹㄹㅐ*ㅅㅣㄱㅈㅓㅇ
201103151,신한방화콜캡슐,신한방화콜,장방형,갈색,정제,없음,ㅅㅣㄴㅎㅏㄴㅂㅏㅇㅎㅘ*ㅋㅗㄹㅋㅐㅂㅅㅠㄹ
201103161,메가600정,TΛ,장방형,빨강,정제,-,ㅁㅔ*ㄱㅏ*600ㅈㅓㅇ
201103159,모티리톤정,MTL 30,타원형,분홍,정제,없음,ㅁㅗ*ㅌㅣ*ㄹㅣ*ㅌㅗㄴㅈㅓㅇ
201103179,닥사스정500마이크로그램,,삼각형,노랑,정제,없음,ㄷㅏㄱㅅㅏ*ㅅㅡ*ㅈㅓㅇ500ㅁㅏ*ㅇㅣ*ㅋㅡ*ㄹㅗ*ㄱㅡ*ㄹㅐㅁ
201103227,레피진정,LVZ,원형,하양,정제,-,ㄹㅔ*ㅍㅣ*ㅈㅣㄴㅈㅓㅇ
201103214,코디잔틴정80/12.5밀리그램,VH80 UT,타원형,분홍,정제,없음,ㅋㅗ*ㄷㅣ*ㅈㅏㄴㅌㅣㄴㅈㅓㅇ80/12.5ㅁㅣㄹㄹㅣ*ㄱㅡ*ㄹㅐㅁ
201103297,베로카퍼포먼스정,Be,타원형,주황,정제,없음,ㅂㅔ*ㄹㅗ*ㅋㅏ*ㅍㅓ*ㅍㅗ*ㅁㅓㄴㅅㅡ*ㅈㅓㅇ
